p3,p1_conf,p2,p3_conf,timestamp,retweet_count,truncated,img_num,text,name,p1,p2_dog,favorite_count,tweet_id,rating_numerator,jpg_url,p1_dog,retweeted,source,rating_denominator,p2_conf,p3_dog,dog_stages
Collie,0.5489069999999999,Cardigan,0.146351,2017-01-02 01:48:06+00:00,2625,False,3,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0,Akumi,Border Collie,True,10937,815736392542261248,11,https://pbs.twimg.com/media/C1IT6rVXUAIvwYT.jpg,True,False,Twitter for iPhone,10,0.178523,True,None
Otterhound,0.506312,Tibetan Terrier,0.0362507,2017-01-02 17:00:46+00:00,9907,False,1,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,None,Tibetan Mastiff,True,25057,815966073409433600,13,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,True,False,Twitter for iPhone,10,0.29569,True,pupper
Staffordshire Bullterrier,0.428756,Miniature Pinscher,0.0889587,2017-01-02 18:38:42+00:00,1207,False,1,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://t.co/r4W111FzAq https://t.co/fQpYuMKG3p",Jack,Chihuahua,True,5545,815990720817401858,11,https://pbs.twimg.com/media/C1L7OVVWQAIQ6Tt.jpg,True,False,Twitter for iPhone,10,0.1039119999999999,True,doggo
Papillon,0.967345,Samoyed,0.0060165,2017-01-03 01:20:49+00:00,2500,False,3,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi,Comet,Pomeranian,True,9927,816091915477250048,12,https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg,True,False,Twitter for iPhone,10,0.00739748,True,None
Golden Retriever,0.91933,Kuvasz,0.0119342,2017-01-03 17:33:39+00:00,2269,False,1,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY,Dudley,Labrador Retriever,True,9564,816336735214911488,11,https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg,True,False,Twitter for iPhone,10,0.0494795,True,None
Nail,0.352857,Envelope,0.0312908999999999,2017-01-04 01:05:59+00:00,9366,False,1,Meet Moose. He doesn't want his friend to go back to college. 13/10 looks like you're staying home John https://t.co/LIhmM7i70k,Moose,Web Site,False,33961,816450570814898180,13,https://pbs.twimg.com/media/C1SddosXUAQcVR1.jpg,False,False,Twitter for iPhone,10,0.0601072,False,None
Maltese Dog,0.756992,Pomeranian,0.0476078,2017-01-04 17:27:59+00:00,2545,False,1,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well https://t.co/WFt82XLyEF,Binky,Chihuahua,True,10905,816697700272001025,12,https://pbs.twimg.com/media/C1V-K63UAAEUHqw.jpg,True,False,Twitter for iPhone,10,0.0528495,True,None
Siberian Husky,0.668164,Pembroke,0.077875,2017-01-05 01:20:46+00:00,2361,False,1,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9,Timber,Malamute,True,11071,816816676327063552,12,https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg,True,False,Twitter for iPhone,10,0.1050329999999999,True,None
German Shepherd,0.8644149999999999,French Bulldog,0.00852587,2017-01-05 17:13:55+00:00,1927,False,1,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 https://t.co/r6SLVN2VUH,Chloe,Kelpie,True,9517,817056546584727552,11,https://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg,True,False,Twitter for iPhone,10,0.0974556,True,None
Golden Retriever,0.568809,Afghan Hound,0.15713,2017-01-05 21:29:55+00:00,3011,False,1,Name a more iconic quartet... I'll wait. 13/10 for all https://t.co/kCLgD8687T,None,Saluki,True,13367,817120970343411712,13,https://pbs.twimg.com/media/C1b_LSYUsAAJ494.jpg,True,False,Twitter for iPhone,10,0.229352,True,None
Chesapeake Bay Retriever,0.295483,Irish Setter,0.0778789999999999,2017-01-06 00:49:53+00:00,2326,False,1,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw,Tebow,Golden Retriever,True,9690,817171292965273600,13,https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg,True,False,Twitter for iPhone,10,0.144431,True,None
Miniature Pinscher,0.806163,Black-And-Tan Coonhound,0.0859928,2017-01-06 17:00:38+00:00,1131,False,1,"Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel

https://t.co/3uxgLz8d0l https://t.co/O0ECL1StB2",Strudel,Doberman,True,6267,817415592588222464,11,https://pbs.twimg.com/media/C1gLJVpWgAApI3r.jpg,True,False,Twitter for iPhone,10,0.0973859,True,None
Eskimo Dog,0.3362,Samoyed,0.186789,2017-01-06 17:33:29+00:00,17504,False,1,This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba) https://t.co/btzf1zTDeQ,Ken,Ice Bear,True,38260,817423860136083457,13,https://pbs.twimg.com/ext_tw_video_thumb/817423809049493505/pu/img/5OFW0yueFu9oTUiQ.jpg,False,False,Twitter for iPhone,10,0.2013579999999999,True,None
Boston Bull,0.971358,French Bulldog,8.596979999999999e-05,2017-01-07 01:00:41+00:00,3505,False,2,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/10 would pet at same time https://t.co/jQUdvtdYMu",Eugene,Pug,True,13105,817536400337801217,12,https://pbs.twimg.com/media/C1h4_MEXUAARxQF.jpg,True,False,Twitter for iPhone,10,0.0285185,True,None
Irish Water Spaniel,0.733256,Flat-Coated Retriever,0.029769,2017-01-07 16:59:28+00:00,3084,False,1,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",Dido,Curly-Coated Retriever,True,11901,817777686764523521,13,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,True,False,Twitter for iPhone,10,0.2141449999999999,True,doggo
Pekinese,0.387608,Golden Retriever,0.122123,2017-01-07 20:18:46+00:00,31314,False,1,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt) https://t.co/q2BgNIi3OA,Buddy,Cocker Spaniel,True,57622,817827839487737858,13,https://pbs.twimg.com/ext_tw_video_thumb/817827663108771841/pu/img/e9oi839RGWJR37jF.jpg,True,False,Twitter for iPhone,10,0.264844,True,None
No Image,0.0,No Image,0.0,2017-01-08 01:40:55+00:00,906,False,0,"Looks like he went cross-eyed trying way too hard to use the force. 12/10 
https://t.co/bbuKxk0fM8",None,No Image,False,5356,817908911860748288,12,No Image,False,False,Twitter for iPhone,10,0.0,False,None
Redbone,0.621931,Labrador Retriever,0.00397148,2017-01-08 17:20:31+00:00,3014,False,1,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10 https://t.co/JlPug12E5Z,Autumn,Golden Retriever,True,13671,818145370475810820,11,https://pbs.twimg.com/media/C1qi26rW8AMaj9K.jpg,True,False,Twitter for iPhone,10,0.3649969999999999,True,None
Standard Schnauzer,0.367368,Toy Poodle,0.095434,2017-01-09 00:53:55+00:00,2621,False,1,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,Florence,Miniature Schnauzer,True,12197,818259473185828864,12,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,True,False,Twitter for iPhone,10,0.112479,True,None
Bow,0.999403,Welsh Springer Spaniel,3.04619e-05,2017-01-09 19:14:36+00:00,2873,False,1,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/10 would push https://t.co/6fSVcn9HAU,Tom,Swing,True,12127,818536468981415936,11,https://pbs.twimg.com/media/C1wGkYoVQAAuC_O.jpg,False,False,Twitter for iPhone,10,6.229489999999999e-05,False,None
Beagle,0.450722,Border Terrier,0.092774,2017-01-10 00:24:38+00:00,2982,False,4,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly https://t.co/FOF0hBDxP8,Bear,Chihuahua,True,10971,818614493328580609,12,https://pbs.twimg.com/media/C1xNgraVIAA3EVb.jpg,True,False,Twitter for iPhone,10,0.204177,True,None
Grocery Store,0.384188,Beagle,0.0797995,2017-01-10 01:15:10+00:00,8564,False,1,Meet Wafer. He represents every fiber of my being. 13/10 very good dog https://t.co/I7bkhxBxUG,Wafer,Labrador Retriever,True,24597,818627210458333184,13,https://pbs.twimg.com/media/C1xZGkzWIAA8vh4.jpg,True,False,Twitter for iPhone,10,0.255917,False,None
Tibetan Terrier,0.351308,Toy Poodle,0.0947592,2017-01-11 02:15:36+00:00,42228,False,1,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,Bo,Standard Poodle,True,95450,819004803107983360,14,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,True,False,Twitter for iPhone,10,0.271929,True,None
Umbrella,0.907083,Palace,0.00784954,2017-01-11 02:21:57+00:00,21794,False,4,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,Sunny,Prison,False,49960,819006400881917954,14,https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg,False,False,Twitter for iPhone,10,0.0200891,False,None
Norwegian Elkhound,0.482452,German Shepherd,0.0652566,2017-01-11 17:01:16+00:00,7733,False,1,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,Finn,Border Terrier,True,25652,819227688460238848,12,https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg,True,False,Twitter for iPhone,10,0.181082,True,None
No Image,0.0,No Image,0.0,2017-01-11 17:42:57+00:00,462,False,0,"Some happy pupper news to share. 10/10 for everyone involved 
https://t.co/MefMAZX2uv",None,No Image,False,2550,819238181065359361,10,No Image,False,False,Twitter Web Client,10,0.0,False,pupper
Doberman,0.909106,Black-And-Tan Coonhound,0.0318349,2017-01-12 00:55:47+00:00,1383,False,3,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously https://t.co/8rUL99bX4W,Anna,Rottweiler,True,8008,819347104292290561,12,https://pbs.twimg.com/media/C17n1nrWQAIErU3.jpg,True,False,Twitter for iPhone,10,0.0441198,True,None
Shetland Sheepdog,0.5479350000000001,Basenji,0.101681,2017-01-12 16:54:26+00:00,2271,False,1,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,Jazzy,Cardigan,True,10606,819588359383371776,13,https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg,True,False,Twitter for iPhone,10,0.116442,True,None
Toy Poodle,0.8487040000000001,Toilet Seat,0.0220094,2017-01-13 01:03:12+00:00,3604,False,2,This is Howie. He just bloomed. 11/10 revolutionary af https://t.co/m5fYxrO3IU,Howie,Acorn Squash,False,14916,819711362133872643,11,https://pbs.twimg.com/media/C2AzHjQWQAApuhf.jpg,False,False,Twitter for iPhone,10,0.0443484,True,None
Tub,0.100896,Shower Curtain,0.0491763,2017-01-13 15:08:56+00:00,5607,False,1,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E,None,Bathtub,False,14305,819924195358416896,11,https://pbs.twimg.com/ext_tw_video_thumb/819924138965999617/pu/img/6OIToyT9eLESHXLU.jpg,False,False,Twitter for iPhone,10,0.0918664,False,doggo
Italian Greyhound,0.925505,Staffordshire Bullterrier,0.0204119,2017-01-13 17:00:21+00:00,1369,False,1,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb",Oliver,American Staffordshire Terrier,True,5927,819952236453363712,13,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,True,False,Twitter for iPhone,10,0.0362215,True,puppo
Crane,0.999833,Cab,1.7998e-06,2017-01-14 01:22:35+00:00,7246,False,3,I've never wanted to go to a camp more in my entire life. 12/10 for all on board https://t.co/wJZlpGFEbD,None,School Bus,False,21979,820078625395449857,12,https://pbs.twimg.com/media/C2GBJADWIAQvcNb.jpg,False,False,Twitter for iPhone,10,0.000159621,False,None
Rottweiler,0.940724,Black-And-Tan Coonhound,0.00941743,2017-01-14 17:00:24+00:00,648,False,2,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t.co/XQlmPTLHPl https://t.co/ZNIkkHgtYE",None,Gordon Setter,True,3706,820314633777061888,14,https://pbs.twimg.com/media/C2JXyARUAAE4gbL.jpg,True,False,Twitter for iPhone,10,0.0420412,True,None
Samoyed,0.872064,Kuvasz,0.0373996,2017-01-15 17:52:40+00:00,3716,False,2,The floofs have been released I repeat the floofs have been released. 84/70 https://t.co/NIYC820tmd,None,West Highland White Terrier,True,13518,820690176645140481,84,https://pbs.twimg.com/media/C2OtWr0VQAEnS9r.jpg,True,False,Twitter for iPhone,70,0.0595259,True,floof
Labrador Retriever,0.8380120000000001,Pekinese,0.0239436,2017-01-15 21:49:15+00:00,11525,False,2,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EMq8Ud6Ze1,Sunny,Golden Retriever,True,34984,820749716845686786,13,https://pbs.twimg.com/media/C2PjgjQXcAAc4Uu.jpg,True,False,Twitter for iPhone,10,0.0567331,True,None
Tibetan Mastiff,0.14802,Airedale,0.120903,2017-01-16 17:20:45+00:00,2636,False,1,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor https://t.co/bryVdNaRcu,Flash,Old English Sheepdog,True,14021,821044531881721856,12,https://pbs.twimg.com/media/C2Tvo20XcAAhNL9.jpg,True,False,Twitter for iPhone,10,0.1335339999999999,True,None
Yorkshire Terrier,0.85659,Papillon,0.0331458,2017-01-16 21:32:06+00:00,2487,False,1,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,None,Pomeranian,True,10645,821107785811234820,11,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,True,False,Twitter for iPhone,10,0.0385365,True,doggo
Irish Setter,0.515933,Malinois,0.0910551,2017-01-17 00:18:04+00:00,2320,False,1,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2,Luca,German Shepherd,True,9718,821149554670182400,12,https://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg,True,False,Twitter for iPhone,10,0.203651,True,None
Chesapeake Bay Retriever,0.5054960000000001,Vizsla,0.111311,2017-01-17 17:21:47+00:00,5053,False,1,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,Sundance,Irish Setter,True,13075,821407182352777218,14,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,True,False,Twitter for iPhone,10,0.168747,True,doggo
Miniature Pinscher,0.7635390000000001,Black-And-Tan Coonhound,0.0876538999999999,2017-01-18 01:01:34+00:00,2030,False,1,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself https://t.co/IzcaR3Nqyn,Harlso,Doberman,True,8871,821522889702862852,13,https://pbs.twimg.com/media/C2aitIUXAAAG-Wi.jpg,True,False,Twitter for iPhone,10,0.136602,True,None
Saluki,0.980071,Labrador Retriever,0.00180595,2017-01-18 17:07:18+00:00,1899,False,1,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,Duchess,Golden Retriever,True,9317,821765923262631936,13,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,True,False,Twitter for iPhone,10,0.00875751,True,doggo
Irish Setter,0.266238,Cocker Spaniel,0.151631,2017-01-19 01:04:45+00:00,2692,False,1,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,Jimison,Golden Retriever,True,12582,821886076407029760,13,https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,True,False,Twitter for iPhone,10,0.223325,True,None
Arctic Fox,0.585441,Pomeranian,0.0716476,2017-01-20 00:50:15+00:00,11421,False,1,We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,None,Samoyed,True,38832,822244816520155136,11,https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg,True,False,Twitter for iPhone,10,0.193654,False,None
Maltese Dog,0.960199,Samoyed,0.00894488,2017-01-20 15:17:01+00:00,17209,False,3,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO",Gabe,Pomeranian,True,31800,822462944365645825,14,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,True,False,Twitter for iPhone,10,0.0230563,True,pupper
Kuvasz,0.4167689999999999,Malamute,0.157028,2017-01-20 17:00:46+00:00,7390,False,1,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,Paisley,Samoyed,True,20083,822489057087389700,13,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,True,False,Twitter for iPhone,10,0.252706,True,None
Norwich Terrier,0.6644869999999999,Norfolk Terrier,0.0596439,2017-01-21 01:02:48+00:00,3423,False,1,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs... 12/10 https://t.co/mcagPeENIh,None,Cocker Spaniel,True,16327,822610361945911296,12,https://pbs.twimg.com/media/C2p_wQyXEAELtvS.jpg,True,False,Twitter for iPhone,10,0.075089,True,None
Staffordshire Bullterrier,0.332897,Chihuahua,0.0477449999999999,2017-01-21 17:31:20+00:00,2622,False,1,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10 https://t.co/SSQE06XClS,Hobbes,Malinois,True,14576,822859134160621569,12,https://pbs.twimg.com/media/C2tiAzGXgAIFdqi.jpg,True,False,Twitter for iPhone,10,0.104116,True,None
Irish Terrier,0.196015,Labrador Retriever,0.0691262,2017-01-21 18:26:02+00:00,48265,False,1,Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc,None,Lakeland Terrier,True,132810,822872901745569793,13,https://pbs.twimg.com/media/C2tugXLXgAArJO4.jpg,True,False,Twitter for iPhone,10,0.160329,True,puppo
Pembroke,0.331098,Tub,0.2331619999999999,2017-01-22 01:12:59+00:00,3958,False,1,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would dry https://t.co/yUM8jYStuG,Albus,Bathtub,False,19139,822975315408461824,12,https://pbs.twimg.com/media/C2vLrpvWIAA3LM3.jpg,False,False,Twitter for iPhone,10,0.24886,True,None
Papillon,0.990253,Chihuahua,0.0012739,2017-01-23 00:13:17+00:00,4637,False,2,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with https://t.co/stkJ377KK7,Wyatt,Cowboy Boot,True,17437,823322678127919110,11,https://pbs.twimg.com/media/C20HmaKWgAQ6-6X.jpg,False,False,Twitter for iPhone,10,0.00183635,True,None
Pembroke,0.280949,German Shepherd,0.120051,2017-01-23 17:20:14+00:00,3031,False,1,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat https://t.co/6F5Rrp472U,Crawford,Dingo,True,14376,823581115634085888,11,https://pbs.twimg.com/media/C23ypm6VQAAO31l.jpg,False,False,Twitter for iPhone,10,0.194044,True,None
Norfolk Terrier,0.203999,Snorkel,0.107543,2017-01-24 01:08:40+00:00,2772,False,1,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10 https://t.co/yCydYURYEL,Winston,Cairn,False,13826,823699002998870016,12,https://pbs.twimg.com/media/C25d3nkXEAAFBUN.jpg,True,False,Twitter for iPhone,10,0.171893,True,None
Labrador Retriever,0.234076,Curly-Coated Retriever,0.0951966,2017-01-24 17:04:50+00:00,3123,False,1,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw,Cash,Schipperke,True,11755,823939628516474880,12,https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,True,False,Twitter for iPhone,10,0.193093,True,None
No Image,0.0,No Image,0.0,2017-01-24 22:44:42+00:00,679,False,0,"""I wish we were dogs"" 14/10 for @BadlandsNPS https://t.co/50qq2DItPW",None,No Image,False,5255,824025158776213504,14,No Image,False,False,Twitter for iPhone,10,0.0,False,None
Doormat,0.58823,Jigsaw Puzzle,0.0222507,2017-01-25 16:45:05+00:00,4463,False,2,This is Nala. She got in trouble. One h*ck of a pupnishment. Still 11/10 would pet https://t.co/EmJbG0skLt,Nala,Teddy,False,16625,824297048279236611,11,https://pbs.twimg.com/media/C3B9ypNWEAM1bVs.jpg,False,False,Twitter for iPhone,10,0.0289096,False,None
Basenji,0.990793,Cardigan,0.000262264,2017-01-25 18:38:36+00:00,11848,False,1,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS,None,Pembroke,True,12999,824325613288833024,13,https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,True,False,Twitter for iPhone,10,0.00891939,True,pupper
Irish Setter,0.526488,Golden Retriever,0.0344178,2017-01-26 17:02:56+00:00,1993,False,1,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM,Wilson,English Setter,True,11113,824663926340194305,13,https://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg,True,False,Twitter for iPhone,10,0.402815,True,None
Airedale,0.610499,Malinois,0.0686247,2017-01-27 00:24:48+00:00,4069,False,1,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling https://t.co/F0VWg2GztI,Scooter,Border Terrier,True,16508,824775126675836928,12,https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,True,False,Twitter for iPhone,10,0.0902911999999999,True,None
Malamute,0.524454,Siberian Husky,0.00497584,2017-01-27 17:04:02+00:00,1483,False,2,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc",Pablo,Eskimo Dog,True,7020,825026590719483904,12,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,True,False,Twitter for iPhone,10,0.467678,True,puppo
Toy Poodle,0.354823,Pomeranian,0.136545,2017-01-28 01:04:51+00:00,5244,False,1,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD,Sweet,Pekinese,True,20181,825147591692263424,13,https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,True,False,Twitter for iPhone,10,0.24539,True,None
Black-And-Tan Coonhound,0.681495,Tibetan Mastiff,0.0245252,2017-01-29 02:44:34+00:00,19669,False,1,Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvingly https://t.co/6ao80wIpV1,None,Rottweiler,True,56413,825535076884762624,14,https://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg,True,False,Twitter for iPhone,10,0.14794,True,puppo
English Setter,0.8534069999999999,Golden Retriever,0.0458299,2017-01-29 22:15:05+00:00,2848,False,2,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,Toby,Great Pyrenees,True,14025,825829644528148480,12,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,True,False,Twitter for iPhone,10,0.0535313,True,None
Mousetrap,0.995941,Shopping Basket,8.83283e-07,2017-01-30 01:21:19+00:00,2146,False,1,This is Mo. No one will push him around in the grocery cart. He's quite pupset about it. 11/10 I volunteer https://t.co/feNwTq12S5,Mo,Shopping Cart,False,11525,825876512159186944,11,https://pbs.twimg.com/media/C3YaSnQWAAILgz0.jpg,False,False,Twitter for iPhone,10,0.00405697,False,None
Kuvasz,0.997071,Golden Retriever,0.000283472,2017-01-30 17:10:04+00:00,3599,False,1,This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy https://t.co/6gHoGah9nm,Ike,Tennis Ball,True,17299,826115272272650244,13,https://pbs.twimg.com/media/C3bzVILWcAUjS5i.jpg,False,False,Twitter for iPhone,10,0.00233085,True,None
Soft-Coated Wheaten Terrier,0.782058,Golden Retriever,0.00727512,2017-01-30 23:05:46+00:00,1075,False,2,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",None,Labrador Retriever,True,5361,826204788643753985,13,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,True,False,Twitter for iPhone,10,0.156581,True,doggo
Boston Bull,0.903048,Pug,0.000234364,2017-01-31 01:27:39+00:00,2965,False,1,We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C,None,French Bulldog,True,14614,826240494070030336,11,https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,True,False,Twitter for iPhone,10,0.0962421,True,None
Kelpie,0.7418600000000001,Tibetan Mastiff,0.10046,2017-01-31 17:06:32+00:00,4821,False,1,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,Pilot,German Shepherd,True,20275,826476773533745153,12,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,True,False,Twitter for iPhone,10,0.1228119999999999,True,doggo
Cougar,0.628119,Siamese Cat,0.0827648999999999,2017-02-01 01:09:42+00:00,2709,False,1,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life https://t.co/YprN62Z74I,Pawnd,French Bulldog,False,11117,826598365270007810,13,https://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg,True,False,Twitter for iPhone,10,0.117397,False,None
Pekinese,0.858764,Golden Retriever,0.0171039,2017-02-01 17:44:55+00:00,11878,False,4,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,Cupid,Great Pyrenees,True,40325,826848821049180160,13,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,True,False,Twitter for iPhone,10,0.0235257,True,doggo
Tennis Ball,0.6173890000000001,Labrador Retriever,0.00855442,2017-02-02 01:01:21+00:00,5757,False,1,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,Loki,Golden Retriever,True,23767,826958653328592898,12,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,True,False,Twitter for iPhone,10,0.337053,False,doggo
Boxer,0.8696809999999999,American Staffordshire Terrier,0.0198660999999999,2017-02-02 17:00:17+00:00,2579,False,4,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ,Charlie,Great Dane,True,11659,827199976799354881,13,https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg,True,False,Twitter for iPhone,10,0.0266582,True,None
